Location,Shot,Offside,AirDuelWon,GroundDuelWon,Corner,CrossAcc,Foul,Tackle,SprintD,Cross,OppRank,LSRD,TackleWon,HSRE,MSRD,FwdPass
0,2,2,35.71,42.86,0,12.5,7,15,872.3,8,1,87348.8,60,283.8,12318.9,297
1,10,6,51.85,51.72,3,28.57,9,21,987.8,14,0,82509.9,71.43,194.7,8505.2,233
0,22,2,48.15,48.28,6,27.78,11,11,1135.2,36,1,80665.2,45.45,255.2,10319.1,381
1,9,8,47.62,54.05,7,30,14,14,1334.3,20,0,83882.7,64.29,317.9,12105.5,251
0,11,3,52.38,45.95,6,20,13,14,1293.6,30,1,85141.1,85.71,298.1,11921.8,373
1,24,3,51.06,63.64,8,35.29,8,12,1304.6,34,1,86794.4,66.67,368.5,14061.3,385
0,11,2,48.94,36.36,3,14.29,17,16,1366.2,14,1,86226.8,81.25,363,13217.6,329
1,14,2,38.46,50,2,14.29,14,21,1113.2,14,0,87000.1,76.19,321.2,12211.1,344
0,8,5,61.54,50,1,38.89,11,19,1472.9,18,1,87609.5,73.68,335.5,13744.5,354
1,11,2,50,45.45,5,15,13,18,854.7,20,1,82216.2,77.78,250.8,10047.4,386
0,13,3,50,54.55,3,22.22,15,14,927.3,9,1,85275.3,85.71,283.8,12041.7,297
1,11,0,73.33,51.52,1,44.44,16,11,1257.3,9,1,82139.2,45.45,359.7,14797.2,307
0,12,1,26.67,48.48,4,13.64,16,13,1082.4,22,1,81446.2,61.54,306.9,13872.1,432
1,11,0,54.55,47.06,2,33.33,19,11,1103.3,15,1,87566.6,63.64,328.9,14122.9,336
0,13,0,45.45,52.94,4,16.67,12,16,660,18,1,85692.2,75,297,13891.9,333
1,9,6,33.96,30.77,6,9.52,16,18,1257.3,21,0,82139.2,72.22,359.7,14797.2,237
0,6,1,66.04,69.23,1,25,25,12,1082.4,16,1,81446.2,75,306.9,13872.1,292
1,14,0,31.03,59.26,8,28.57,14,13,1103.3,42,0,87566.6,69.23,328.9,14122.9,347
0,8,4,68.97,40.74,5,29.41,12,24,660,17,1,85692.2,87.5,297,13891.9,295
1,21,0,36.36,44.44,7,8.7,14,13,960.3,23,0,83937.7,84.62,240.9,11156.2,284
0,14,5,63.64,55.56,6,53.85,7,14,1191.3,13,1,84516.3,92.86,225.5,10409.3,317
1,10,0,51.52,63.33,13,18.37,18,21,2134,49,0,82699.1,66.67,436.7,16144.7,316
0,10,3,48.48,36.67,3,33.33,24,25,1947,6,1,82407.6,60,333.3,12927.2,242
1,8,2,57.89,68.75,2,11.11,14,22,1353,9,1,84096.1,63.64,302.5,12657.7,317
0,8,2,42.11,31.25,2,10,10,12,1593.9,10,1,81218.5,66.67,306.9,11696.3,292
1,16,4,42.86,53.33,7,31.58,10,18,1422.3,19,0,83956.4,55.56,386.1,14542,313
0,10,4,57.14,46.67,4,42.11,15,21,1423.4,19,1,81913.7,61.9,361.9,13805,382
1,8,0,46.43,48.57,1,15.38,19,13,973.5,13,0,91484.8,61.54,363,15188.8,389
0,8,3,53.57,51.43,6,21.74,13,21,855.8,23,1,90921.6,85.71,312.4,13336.4,358
1,8,0,36.36,64,1,0,16,25,917.4,5,1,88051.7,68,235.4,10446.7,296
0,15,5,63.64,36,11,30.3,9,14,584.1,33,1,85528.3,42.86,236.5,10752.5,349
1,6,0,31.43,46.88,1,25,27,18,1441,20,1,88581.9,55.56,372.9,15277.9,356
0,7,2,68.57,53.13,2,8.33,20,29,1711.6,12,1,89489.4,68.97,368.5,13990.9,319
1,9,3,40,26.67,3,31.25,10,16,658.9,16,1,82723.3,81.25,215.6,10558.9,258
0,3,2,60,73.33,4,8.33,16,18,787.6,12,1,76410.4,66.67,196.9,9189.4,324
1,11,0,47.62,43.75,3,13.64,9,21,1064.8,22,1,85050.9,61.9,324.5,11328.9,308
0,9,5,52.38,56.25,5,21.43,8,16,1277.1,14,1,83464.7,68.75,280.5,10901,248
1,18,7,28,42.86,10,22.73,18,17,1916.2,22,0,83146.8,76.47,386.1,14091,286
0,11,1,72,57.14,6,62.5,19,12,1725.9,16,1,82391.1,83.33,366.3,14166.9,288
1,23,2,51.85,41.94,6,40.91,19,25,1325.5,22,1,83415.2,76,371.8,14414.4,369
0,5,0,48.15,58.06,2,8.33,13,16,1284.8,12,1,89390.4,37.5,365.2,16745.3,268
1,12,1,56.25,61.11,1,33.33,22,26,1618.1,9,0,85914.4,61.54,364.1,13576.2,221
0,13,2,43.75,38.89,8,10.34,11,14,1665.4,29,1,87566.6,78.57,405.9,14623.4,416
1,13,2,61.9,56.52,5,0,21,16,919.6,15,0,84889.2,56.25,347.6,13725.8,281
0,14,2,38.1,43.48,5,27.78,15,18,871.2,18,1,85532.7,66.67,338.8,14537.6,357
1,9,1,58.82,52.63,1,25,17,13,1494.9,8,0,88636.9,30.77,392.7,14678.4,302
0,11,2,41.18,47.37,4,17.24,19,11,1135.2,29,1,88085.8,45.45,369.6,15783.9,421
1,15,5,51.72,47.06,3,63.64,18,8,1511.4,11,1,85032.2,75,368.5,14561.8,321
0,15,3,48.28,52.94,3,10.53,18,16,940.5,19,1,84249,81.25,311.3,13557.5,347
1,12,1,57.69,37.5,5,8.33,14,16,1093.4,24,0,89025.2,56.25,344.3,14798.3,370
0,11,1,42.31,62.5,3,12.5,8,13,1013.1,8,1,87987.9,69.23,321.2,12826,359
1,11,8,60,35.29,8,25,12,17,1402.5,28,1,83382.2,70.59,382.8,14991.9,366
0,5,0,40,64.71,4,25,10,17,1268.3,12,1,85396.3,76.47,377.3,13618,306
1,11,6,27.27,33.33,9,20.59,16,20,1445.4,34,0,85508.5,70,392.7,15287.8,355
0,7,1,72.73,66.67,1,28.57,16,18,1065.9,14,1,83088.5,61.11,304.7,13899.6,308
1,18,3,58.33,40.74,9,25,16,16,1255.1,24,0,83945.4,75,341,14390.2,262
0,6,2,41.67,59.26,7,15,12,13,854.7,20,1,83529.6,84.62,320.1,12862.3,334
1,7,2,55.26,45.28,2,7.14,16,38,1214.4,14,0,90549.8,42.11,369.6,16991.7,330
0,13,6,44.74,54.72,5,9.52,20,37,1581.8,21,1,90475,45.95,349.8,15164.6,378
1,10,1,41.94,46.15,2,16.67,22,38,1624.7,12,0,86047.5,52.63,316.8,13076.8,243
0,26,3,58.06,53.85,8,28.95,20,26,1475.1,38,1,85460.1,46.15,301.4,12338.7,344
1,12,3,44.74,47.89,4,27.78,18,39,1765.5,18,1,89160.5,53.85,372.9,14982,342
0,15,1,55.26,52.11,6,25,23,46,1960.2,28,1,89663.2,52.17,487.3,18375.5,305
1,14,2,62.16,45.61,3,13.33,26,39,1404.7,15,1,90109.8,56.41,346.5,14476,301
0,11,1,37.84,54.39,3,21.05,17,36,1251.8,19,1,90554.2,55.56,367.4,14968.8,329
1,7,1,53.85,50,5,17.65,12,27,2075.7,17,0,89687.4,40.74,410.3,16724.4,315
0,18,3,46.15,50,7,44.44,17,40,1844.7,18,1,87560,57.5,393.8,15427.5,396
1,11,3,56.25,69.57,1,27.27,24,22,1309,22,1,88931.7,63.64,320.1,12637.9,308
0,6,0,43.75,30.43,2,25,25,41,1350.8,16,1,88992.2,51.22,298.1,12338.7,301
1,10,2,46.15,48.08,3,11.54,21,24,1234.2,26,1,88621.5,54.17,310.2,13413.4,333
0,9,3,53.85,51.92,1,27.27,16,27,1232,11,1,87378.5,48.15,294.8,11651.2,338
1,9,1,69.23,50,3,20,15,20,1438.8,15,0,88155.1,65,394.9,14680.6,318
0,16,3,30.77,50,9,27.27,11,34,1414.6,22,1,87448.9,58.82,416.9,15062.3,355
1,20,1,57.14,76.67,8,16.67,15,30,1998.7,30,1,86069.5,60,435.6,14817,326
0,13,2,42.86,23.33,4,29.41,17,42,2071.3,17,1,85342.4,45.24,442.2,15678.3,308
1,14,3,57.14,56.86,7,24,18,23,1262.8,25,1,89608.2,60.87,388.3,14063.5,438
0,7,4,42.86,43.14,1,40,16,27,1032.9,5,0,90087.8,51.85,334.4,12827.1,252
1,13,4,51.52,60.38,7,17.14,23,42,1940.4,35,0,90218.7,50,429,15373.6,337
0,5,1,48.48,39.62,2,16.67,16,38,1772.1,12,0,86231.2,44.74,392.7,15527.6,285
1,21,0,47.62,68.57,6,24.14,18,38,1622.5,29,1,89105.5,68.42,386.1,14870.9,377
0,8,0,52.38,31.43,4,35.29,14,20,1457.5,17,0,87959.3,75,366.3,13469.5,318
1,21,0,58.33,46.15,10,36.67,19,29,1181.4,30,1,91280.2,34.48,346.5,13702.7,444
0,10,1,41.67,53.85,2,0,15,36,1234.2,12,0,94209.5,47.22,375.1,16021.5,255
1,29,1,60,69.05,8,31.91,23,41,1397,47,1,95184.1,60.98,387.2,15623.3,471
0,5,2,40,30.95,1,33.33,14,43,1449.8,3,0,96833,44.19,369.6,14180.1,223
1,9,2,50,45.1,3,0,19,27,1346.4,10,0,90473.9,62.96,425.7,17418.5,404
0,9,1,50,54.9,3,33.33,24,39,1244.1,18,0,89565.3,41.03,412.5,16076.5,256
1,18,1,53.85,53.49,10,16.28,16,35,1488.3,43,1,92196.5,65.71,465.3,17411.9,493
0,5,2,46.15,46.51,1,12.5,16,63,840.4,8,0,95159.9,47.62,359.7,15769.6,299
1,14,1,45.16,37.21,5,17.24,21,31,1673.1,29,0,90179.1,64.52,404.8,16166.7,361
0,5,2,54.84,62.79,6,23.53,14,30,1653.3,17,0,90526.7,43.33,405.9,16560.5,354
1,4,1,56.67,59.52,6,11.54,21,26,1155,26,0,89846.9,61.54,337.7,14276.9,386
0,9,1,43.33,40.48,4,7.14,19,31,1284.8,14,0,86428.1,61.29,334.4,12765.5,271
1,16,4,34.88,52.63,5,21.05,15,20,942.7,38,0,90149.4,55,327.8,14534.3,338
0,5,7,65.12,47.37,3,11.11,15,30,903.1,9,0,90233,50,310.2,13613.6,324
1,18,2,44.74,45.45,10,11.76,12,34,1237.5,34,1,85808.8,58.82,377.3,16148,408
0,7,0,55.26,54.55,2,33.33,17,36,976.8,9,0,88182.6,52.78,322.3,14085.5,240
1,6,7,43.24,45.9,7,21.88,22,27,1366.2,32,0,89166,44.44,388.3,14564,350
0,11,0,56.76,54.1,1,40,15,52,1536.7,5,0,89493.8,48.08,368.5,13426.6,290
1,13,5,57.78,52.08,2,23.81,18,40,1173.7,21,1,97749.3,50,375.1,15920.3,469
0,9,1,42.22,47.92,1,40,18,34,920.7,5,0,97608.5,44.12,396,16449.4,275
1,18,3,58.82,66.67,8,8.33,18,19,1255.1,12,1,90666.4,57.89,327.8,13213.2,374
0,7,3,41.18,33.33,1,30,20,26,1244.1,10,0,91272.5,61.54,342.1,14075.6,300
1,10,4,29.03,65.91,0,25,7,37,929.5,8,0,86724,62.16,304.7,11223.3,267
0,13,2,70.97,34.09,5,27.78,17,31,1030.7,18,0,88002.2,51.61,298.1,12947,376
1,19,3,37.5,54.55,3,25,26,36,2072.4,12,0,80412.2,63.89,459.8,13555.3,245
0,12,9,62.5,45.45,2,30.77,22,48,2259.4,26,0,81364.8,62.5,463.1,13450.8,331
1,21,0,70,46.67,2,29.17,16,32,1230.9,24,1,85259.9,43.75,344.3,12992.1,345
0,16,3,30,53.33,9,39.13,15,33,1216.6,23,0,87575.4,51.52,324.5,12681.9,308
1,8,1,58.82,56.1,5,15.79,12,30,950.4,19,1,85742.8,46.67,302.5,12936,417
0,10,3,41.18,43.9,5,44,14,28,856.9,25,0,87140.9,50,291.5,14400.1,309
1,22,3,38.89,61.11,6,38.1,14,34,1557.6,21,1,82120.5,67.65,321.2,12666.5,380
0,9,4,61.11,38.89,4,28.57,13,52,1447.6,21,0,86577.7,59.62,328.9,13355.1,237
1,26,3,66.67,64.86,10,30,19,19,1258.4,30,0,87117.8,63.16,365.2,13629,366
0,12,6,33.33,35.14,1,0,30,31,1535.6,5,0,87791,54.84,374,13335.3,259
1,19,0,52.94,48.57,11,15.63,17,20,1238.6,32,1,87351,35,325.6,11480.7,369
0,4,5,47.06,51.43,1,10,28,48,1312.3,10,0,89146.2,45.83,297,11082.5,266
1,19,2,33.33,48.39,4,38.46,21,28,1378.3,26,0,89773.2,64.29,336.6,11867.9,347
0,13,2,66.67,51.61,3,30,17,26,1021.9,20,0,89038.4,53.85,324.5,13926,373
1,8,3,56,44.9,5,18.18,12,36,888.8,22,0,84426.1,50,315.7,12731.4,353
0,15,3,44,55.1,5,31.58,24,53,1156.1,19,0,84840.8,58.49,322.3,11867.9,285
1,23,1,45.45,51.72,12,28.57,15,22,1042.8,28,1,84444.8,68.18,236.5,10598.5,332
0,6,3,54.55,48.28,1,18.18,10,29,781,11,0,79811.6,58.62,221.1,9275.2,347
1,23,3,47.62,58.33,9,21.62,12,26,986.7,37,0,86531.5,53.85,291.5,11836,412
0,10,3,52.38,41.67,2,40,11,36,1106.6,10,0,86992.4,41.67,271.7,10736,261
1,15,0,30.77,50,3,28.57,16,22,1078,21,1,80909.4,63.64,288.2,12039.5,358
0,6,3,69.23,50,5,23.81,25,21,1199,21,0,83834.3,52.38,310.2,13028.4,262
1,24,5,50,65.45,12,25,16,26,1897.5,40,1,87585.3,50,388.3,13553.1,357
0,7,5,50,34.55,4,11.11,18,44,1595,18,0,87375.2,52.27,387.2,13522.3,291
1,9,0,40.82,42.22,6,31.82,15,34,1114.3,22,0,88509.3,47.06,335.5,13282.5,258
0,7,5,59.18,57.78,6,13.04,21,32,979,23,0,86354.4,40.63,304.7,12630.2,339
1,12,3,53.85,48.65,6,14.29,21,31,1465.2,21,0,88128.7,70.97,387.2,13577.3,337
0,13,1,46.15,51.35,6,21.05,21,30,1659.9,19,0,86950.6,53.33,387.2,14634.4,267
1,14,2,47.06,40.54,6,28.13,16,32,1395.9,32,1,88361.9,71.88,365.2,14639.9,408
0,11,3,52.94,59.46,5,33.33,15,39,1446.5,12,0,90726.9,48.72,378.4,15183.3,300
1,18,6,51.35,34.04,5,19.23,18,36,1717.1,26,1,94701.2,61.11,475.2,17131.4,419
0,10,3,48.65,65.96,3,18.18,30,35,1624.7,22,0,92866.4,57.14,457.6,18218.2,315
1,34,1,72.97,62.22,15,38,14,32,1948.1,50,1,90190.1,46.88,412.5,14905,421
0,6,1,27.03,37.78,0,0,14,51,2025.1,7,0,92094.2,54.9,456.5,17706.7,225
1,23,3,52.38,47.83,6,29.63,19,30,1248.5,27,1,90308.9,60,327.8,12014.2,371
0,8,3,47.62,52.17,2,30,14,26,1382.7,10,0,91011.8,42.31,325.6,14075.6,292
1,31,3,56.1,44.83,8,39.58,18,33,1653.3,48,1,89786.4,48.48,376.2,13835.8,393
0,6,2,43.9,55.17,2,40,23,26,1204.5,10,0,93304.2,30.77,288.2,12403.6,275
1,21,0,51.72,62.22,9,33.33,16,29,1513.6,33,0,87593,72.41,311.3,10882.3,341
0,12,3,48.28,37.78,1,25,23,30,1381.6,16,0,85917.7,70,313.5,11953.7,306
1,18,1,45,53.85,4,20,10,40,1524.6,10,0,94513.1,72.5,377.3,14147.1,456
0,13,2,55,46.15,2,31.25,16,58,2026.2,16,0,95045.5,58.62,471.9,17803.5,309
1,11,2,60.87,40.63,2,6.67,18,21,1063.7,15,1,95163.2,47.62,313.5,13257.2,311
0,16,2,39.13,59.38,5,10.53,11,23,1111,19,0,88585.2,65.22,316.8,12080.2,357
1,14,7,54.29,50,6,41.67,14,32,1124.2,24,0,88305.8,40.63,349.8,13107.6,365
0,11,1,45.71,50,3,14.29,20,36,1392.6,14,0,88157.3,47.22,379.5,12205.6,314
1,24,2,51.43,56.82,14,12.77,19,22,1764.4,47,1,95366.7,59.09,410.3,17309.6,397
0,10,1,48.57,43.18,2,40,21,35,1387.1,10,0,95973.9,60,434.5,16893.8,209
1,5,1,51.61,53.49,3,31.25,13,35,1288.1,16,0,94658.3,48.57,361.9,15864.2,276
0,18,2,48.39,46.51,8,18.6,16,39,1432.2,43,1,93525.3,46.15,410.3,15976.4,490
1,7,2,40.63,30.23,5,14.29,16,27,1826,14,0,87775.6,48.15,407,15711.3,309
0,13,1,59.38,69.77,5,18.18,18,21,1537.8,22,1,87201.4,52.38,383.9,15326.3,364
1,14,4,56.76,52.5,6,22.22,15,27,1475.1,18,0,94421.8,74.07,390.5,16750.8,312
0,12,2,43.24,47.5,3,33.33,18,34,1420.1,18,1,94215,73.53,429,16174.4,337
1,9,2,67.65,55,2,14.29,14,19,1431.1,21,1,93102.9,73.68,363,14777.4,408
0,12,0,32.35,45,2,42.86,21,34,1199,14,1,92404.4,52.94,341,14778.5,275
1,12,1,50,48.94,4,28,10,47,987.8,25,1,92154.7,29.79,324.5,14292.3,406
0,9,2,50,51.06,6,14.29,16,47,1185.8,14,1,95862.8,48.94,371.8,15266.9,280
1,8,1,66.67,55.77,4,25,15,20,1225.4,12,0,84276.5,60,339.9,12510.3,258
0,20,2,33.33,44.23,11,17.39,14,25,1196.8,23,1,81271.3,48,326.7,12100,361
1,12,0,37.5,53.85,7,38.46,8,26,1457.5,26,0,92735.5,38.46,319,12314.5,326
0,19,3,63.64,46.15,9,20.83,14,27,1476.2,24,1,89893.1,40.74,335.5,12800.7,347
1,11,1,46.43,45.65,5,33.33,14,46,1411.3,21,0,93009.4,39.13,386.1,15892.8,408
0,13,1,53.57,54.35,5,31.58,16,48,1089,19,1,92882.9,41.67,306.9,13563,310
1,14,2,51.16,43.18,9,26.09,15,33,2062.5,23,0,93223.9,45.45,528,19386.4,334
0,15,4,48.84,56.82,2,27.78,17,32,2206.6,18,1,92383.5,43.75,501.6,17744.1,290
1,14,0,59.26,43.14,7,16.67,14,38,1648.9,18,0,96346.8,50,424.6,16445,345
0,15,2,40.74,56.86,4,20,15,43,1438.8,20,1,90637.8,48.84,341,13383.7,376
1,6,2,34.15,56.86,4,12.5,18,34,927.3,8,0,87831.7,52.94,269.5,11643.5,238
0,16,4,66.67,43.14,5,22.22,20,19,683.1,18,1,85506.3,36.84,249.7,11700.7,363
1,16,1,60,55.56,3,33.33,15,22,1199,15,0,88734.8,59.09,302.5,11941.6,259
0,7,2,40,44.44,6,25,17,23,1166,28,1,84378.8,56.52,291.5,12062.6,296
1,9,2,45.45,39.71,2,36.36,16,24,1036.2,11,0,89955.8,66.67,399.3,14698.2,276
0,18,1,54.55,60.29,11,20.59,8,23,1356.3,34,1,90514.6,69.57,314.6,12510.3,393
1,11,1,64.44,39.06,1,35.29,23,36,908.6,17,1,87135.4,61.11,295.9,14583.8,285
0,3,2,35.56,60.94,5,15.38,7,29,991.1,26,1,90112,65.52,327.8,14151.5,387
1,12,1,58.33,55.93,7,17.39,18,35,943.8,23,1,86553.5,42.86,300.3,11240.9,291
0,16,1,41.67,44.07,9,30.43,17,30,891,23,1,90022.9,36.67,313.5,13678.5,293
1,15,0,54.84,39.22,7,30.56,7,38,1597.2,36,0,87919.7,50,397.1,14130.6,328
0,19,1,45.16,60.78,9,15.38,24,32,2223.1,13,1,85313.8,43.75,388.3,12807.3,290
1,8,0,45.28,47.37,8,10.71,21,30,1181.4,28,1,89540,50,355.3,14438.6,359
0,6,3,54.72,52.63,5,15.38,11,28,1226.5,13,1,90722.5,67.86,298.1,13478.3,322
1,6,0,50,39.53,2,18.75,21,42,1234.2,16,0,92291.1,59.52,409.2,17442.7,281
0,16,5,50,60.47,7,25.93,11,18,1399.2,27,1,88766.7,44.44,389.4,14137.2,397
1,3,1,53.45,43.14,2,7.14,8,41,2453,14,0,92562.8,63.41,543.4,18095,327
0,16,2,46.55,56.86,7,19.35,14,33,2427.7,31,1,89736.9,63.64,580.8,18958.5,415
1,11,2,60,42.86,6,28.57,12,34,1454.2,28,0,90993.1,52.94,372.9,15360.4,340
0,9,0,40,57.14,9,26.67,10,21,1375,15,1,88675.4,42.86,392.7,13691.7,330
1,11,0,52.94,50.91,4,25,26,49,1049.4,28,1,88420.2,34.69,331.1,14194.4,287
0,14,0,47.06,49.09,10,14.29,28,44,1419,21,1,89514.7,38.64,321.2,14465,258
1,4,0,57.14,48,5,20.83,28,68,1387.1,24,0,91702.6,38.24,438.9,17502.1,265
0,15,0,42.86,52,9,15.38,21,29,1293.6,26,1,89697.3,48.28,352,13857.8,399
1,13,2,56.1,48.89,7,33.33,19,28,2049.3,27,0,90189,46.43,496.1,17932.2,264
0,14,2,43.9,51.11,4,40,17,31,2030.6,15,1,88609.4,51.61,415.8,15507.8,360
1,17,2,54.05,48.78,2,33.33,22,24,1900.8,15,0,89744.6,41.67,552.2,18872.7,289
0,15,3,45.95,51.22,3,14.29,12,24,1966.8,28,1,89692.9,66.67,478.5,17250.2,388
1,15,3,64.58,43.4,5,27.27,14,39,2028.4,22,1,89435.5,53.85,484,17944.3,305
0,10,0,35.42,56.6,5,26.67,15,29,2160.4,15,1,89628,41.38,463.1,17294.2,362
1,14,0,45.71,60,3,23.08,21,42,3270.3,13,0,84300.7,57.14,575.3,17673.7,247
0,9,2,54.29,40,5,20,24,34,2494.8,20,1,80125.1,41.18,491.7,13985.4,283
1,9,0,44.44,49.33,5,22.22,21,38,1642.3,27,1,90047.1,50,387.2,15862,296
0,9,5,55.56,50.67,3,31.25,15,29,1504.8,16,1,91393.5,48.28,320.1,13079,315
1,14,1,41.51,47.27,4,18.52,16,37,1342,27,0,92304.3,59.46,490.6,18892.5,334
0,8,2,58.49,52.73,2,28.57,17,33,1560.9,14,1,90312.2,39.39,429,16670.5,335
1,14,3,55.56,35.9,1,33.33,20,39,1641.2,15,0,91307.7,58.97,371.8,14525.5,269
0,12,0,44.44,64.1,3,15.38,19,23,1400.3,13,1,86672.3,39.13,331.1,13502.5,321
1,13,3,32.56,36.84,7,8.7,14,31,1804,23,1,91752.1,70.97,548.9,18726.4,275
0,9,1,67.44,63.16,4,27.78,8,21,1598.3,18,1,89542.2,47.62,493.9,18616.4,377
1,12,1,51.85,47.62,2,58.82,12,34,1732.5,17,0,84133.5,61.76,381.7,15422,287
0,14,4,48.15,52.38,6,18.75,22,41,1915.1,32,1,86183.9,43.9,434.5,16277.8,409
1,11,5,66.67,52.78,5,21.05,16,23,1376.1,19,0,89603.8,39.13,355.3,14102,315
0,16,0,33.33,47.22,6,23.08,16,38,1460.8,26,1,89170.4,57.89,337.7,13282.5,330
1,9,1,75,53.57,5,20,14,33,1589.5,25,0,88994.4,36.36,434.5,17180.9,354
0,11,3,25,46.43,2,6.67,15,28,1586.2,15,1,90361.7,60.71,400.4,16471.4,377
1,6,1,40.91,40,1,26.32,14,37,1197.9,19,1,93678.2,51.35,385,17653.9,310
0,13,1,59.09,60,4,26.09,9,40,1229.8,23,1,93721.1,30,421.3,16967.5,431
1,5,6,54.55,50,2,11.11,16,28,1163.8,18,1,92387.9,57.14,392.7,15659.6,293
0,18,0,45.45,50,4,29.03,15,30,1318.9,31,1,89322.2,56.67,379.5,15038.1,397
1,18,1,55.77,61.22,6,57.14,17,35,1430,14,1,93168.9,48.57,392.7,15964.3,309
0,13,0,44.23,38.78,5,16,15,37,1189.1,25,1,92472.6,54.05,420.2,18323.8,352
1,11,0,43.75,42.86,2,15.38,24,25,1958,13,1,92241.6,44,422.4,15761.9,269
0,10,4,56.25,57.14,7,8.7,13,31,1980,23,1,89012,51.61,360.8,14009.6,382
1,8,3,44.12,55.77,5,15.79,18,13,1827.1,19,0,89939.3,38.46,359.7,15341.7,335
0,12,3,55.88,44.23,0,38.46,17,24,1482.8,13,1,86198.2,54.17,346.5,13920.5,294
1,6,1,40,36,1,27.27,14,44,1298,11,0,91091,45.45,404.8,16029.2,292
0,13,2,60,64,9,45.83,16,25,1139.6,24,1,87329,36,374,14524.4,331
1,15,2,62.5,50,5,25,12,17,1427.8,28,0,92148.1,47.06,429,17772.7,359
0,14,1,37.5,50,2,22.22,12,20,1482.8,18,1,90811.6,55,416.9,13844.6,316
1,11,1,40,60,2,33.33,15,20,1124.2,18,1,96132.3,70,346.5,15529.8,336
0,14,0,60,40.54,4,21.88,20,30,1347.5,32,1,92052.4,53.33,366.3,16830,335
1,21,2,57.58,58.54,10,23.53,16,22,1922.8,34,1,87998.9,68.18,392.7,14899.5,374
0,8,1,42.42,41.46,2,40,32,30,1977.8,5,0,89298,63.33,371.8,14493.6,222
1,22,1,51.43,34,10,22.58,20,36,1589.5,31,1,92332.9,66.67,447.7,15752,366
0,16,0,48.57,66,2,30.77,13,26,1893.1,13,0,92412.1,53.85,458.7,17652.8,308
1,15,4,58.54,51.92,12,27.27,18,23,1425.6,33,1,89087.9,60.87,421.3,15730,356
0,12,2,41.46,48.08,2,33.33,12,45,1315.6,12,0,91614.6,46.67,481.8,17521.9,299
1,29,1,53.85,52.54,10,28.13,15,27,1714.9,32,1,88902,48.15,532.4,17602.2,368
0,7,3,46.15,47.46,5,46.15,17,58,1281.5,13,0,91137.2,58.62,513.7,19283,221
1,26,1,47.5,60.53,10,26.47,10,25,1676.4,34,1,84634,60,403.7,15302.1,410
0,5,1,52.5,39.47,1,30.77,23,44,1480.6,13,0,92754.2,45.45,402.6,15992.9,235
1,24,5,43.75,48.89,7,50,15,27,2098.8,18,1,85198.3,48.15,482.9,16052.3,377
0,6,4,56.25,51.11,3,0,13,35,1675.3,11,0,84415.1,48.57,434.5,16896,324
1,15,4,40.91,42,4,14.29,25,27,1423.4,14,1,86339,55.56,371.8,12336.5,444
0,10,1,59.09,58,1,28.57,14,36,1263.9,14,0,90693.9,38.89,305.8,13041.6,246
1,19,2,34.38,55.1,5,11.76,15,31,1767.7,17,1,83725.4,54.84,401.5,14588.2,297
0,14,1,65.63,44.9,7,21.05,16,29,1832.6,19,0,85850.6,34.48,398.2,15607.9,283
1,4,3,44.19,50,4,36.36,15,40,905.3,11,0,92081,55,308,13130.7,272
0,14,0,55.81,50,4,31.03,23,30,789.8,29,1,91609.1,53.33,335.5,14484.8,408
1,15,3,50,42,5,30,17,47,1948.1,20,0,88341,59.57,413.6,16800.3,329
0,16,3,50,58,3,15.38,24,29,1944.8,13,1,88261.8,48.28,433.4,17308.5,305
1,10,4,65.63,61.9,3,16.67,22,42,1505.9,18,0,90283.6,50,348.7,14639.9,292
0,10,0,34.38,38.1,7,26.09,14,35,1323.3,23,1,92426.4,54.29,383.9,15604.6,350
1,11,1,50,58.14,4,18.18,18,28,1023,22,1,84598.8,46.43,308,11809.6,330
0,16,1,50,41.86,8,21.43,14,34,1082.4,28,1,82911.4,41.18,330,14114.1,296
1,8,2,31.03,53.03,8,6.25,13,46,1015.3,16,1,93175.5,41.3,345.4,14615.7,340
0,10,1,68.97,46.97,3,8.7,18,44,916.3,23,1,94413,40.91,424.6,18735.2,287
1,9,2,45.95,42.62,1,28.57,25,45,1332.1,21,0,86618.4,35.56,327.8,14622.3,283
0,13,4,54.05,57.38,9,9.09,24,34,1405.8,22,1,85076.2,35.29,404.8,14312.1,252
1,5,4,44.44,49.23,1,27.27,8,31,1081.3,11,0,88425.7,35.48,297,11308,402
0,17,4,55.56,50.77,1,37.5,17,40,1254,8,1,86221.3,32.5,313.5,10736,334
1,7,3,35.71,45.24,1,36.84,21,20,1510.3,19,0,90472.8,60,302.5,10712.9,286
0,19,4,64.29,54.76,5,26.09,9,24,1241.9,23,1,91198.8,66.67,303.6,12111,361
1,13,3,56.52,40.43,5,33.33,12,51,1404.7,21,1,89855.7,50.98,394.9,15198.7,331
0,16,1,43.48,59.57,4,28.57,18,30,1666.5,14,1,90893,46.67,341,13392.5,329
1,4,4,51.43,53.45,8,10.53,11,27,1203.4,19,0,84465.7,59.26,300.3,11390.5,152
0,12,1,48.57,46.55,7,8.7,18,23,1138.5,23,1,84201.7,69.57,322.3,11310.2,163
1,10,5,43.9,36.67,9,20.59,11,17,1597.2,34,1,89323.3,70.59,364.1,13442,371
0,3,0,56.1,63.33,2,18.18,26,15,1246.3,11,1,89152.8,40,319,14526.6,191
1,11,3,39.29,50,3,21.43,16,28,1481.7,14,1,87334.5,57.14,385,15517.7,359
