Location,Shot,Offside,AirDuelWon,GroundDuelWon,Corner,CrossAcc,Foul,Tackle,SprintD,Cross,OppRank,LSRD,TackleWon,HSRE,MSRD,FwdPass
1,11,0,60,47.5,2,33.33,9,57,1403.6,12,0,87194.8,43.86,399.3,12747.9,285
0,19,1,40,52.5,4,11.76,13,32,1361.8,17,1,84152.2,56.25,431.2,14685,411
1,18,1,50,44.83,7,27.27,17,31,1311.2,22,1,88866.8,54.84,401.5,15946.7,250
0,11,2,50,55.17,4,22.58,10,27,1460.8,31,1,85091.6,48.15,386.1,15159.1,440
1,12,1,64.29,53.57,3,6.67,10,41,1068.1,15,1,89078,56.1,383.9,13677.4,308
0,10,0,35.71,46.43,2,31.58,12,28,1514.7,19,1,84806.7,67.86,409.2,13479.4,391
1,11,1,30,44.83,2,11.76,18,42,1666.5,17,0,84184.1,52.38,335.5,13215.4,239
0,17,3,70,55.17,0,15.79,13,29,1797.4,19,1,83009.3,41.38,379.5,13121.9,426
1,10,3,54.29,44.74,4,41.67,11,28,2162.6,12,0,87257.5,46.43,394.9,13929.3,242
0,15,1,45.71,55.26,9,27.27,10,43,1945.9,33,1,84975,48.84,441.1,14271.4,389
1,12,4,37.5,55.17,4,25,19,35,1233.1,20,1,85083.9,62.86,324.5,13490.4,295
0,9,0,62.5,44.83,5,43.75,16,29,1588.4,16,1,87880.1,75.86,339.9,11788.7,250
1,20,2,56.82,57.69,7,26.67,7,39,1414.6,30,0,86232.3,46.15,390.5,14476,362
0,9,1,43.18,42.31,5,16.67,21,37,2130.7,12,1,84043.3,32.43,357.5,11797.5,267
1,14,1,60.47,51.43,2,30,13,43,1423.4,20,0,87518.2,46.51,361.9,13382.6,259
0,14,0,39.53,48.57,8,30.56,20,33,1888.7,36,1,88396,42.42,422.4,15720.1,348
1,17,2,39.02,31.25,4,29.17,22,23,1940.4,24,0,87406,47.83,349.8,12966.8,290
0,15,0,60.98,68.75,3,38.46,21,30,2061.4,13,1,87543.5,46.67,375.1,12263.9,326
1,13,1,53.85,56.52,4,20.69,16,32,1118.7,29,0,88049.5,56.25,270.6,10170.6,340
0,12,4,46.15,43.48,4,11.11,17,40,1217.7,9,1,87370.8,50,289.3,10672.2,274
1,7,0,48.48,50,1,21.43,18,25,1296.9,14,1,80470.5,68,338.8,13071.3,213
0,15,1,51.52,50,7,25.93,16,20,1199,27,1,85222.5,60,367.4,15160.2,347
1,10,0,45.83,47.37,7,17.65,12,34,1178.1,17,1,85575.6,64.71,322.3,12547.7,229
0,11,0,54.17,52.63,4,17.86,22,34,1279.3,28,1,87703,70.59,321.2,13244,370
1,20,1,40.91,31.82,10,22.92,13,20,1293.6,48,1,87254.2,50,376.2,13840.2,369
0,9,7,59.09,68.18,3,28.57,15,38,1459.7,14,1,85742.8,47.37,353.1,13971.1,265
1,15,0,56.1,55.56,9,33.33,12,18,1028.5,30,1,82814.6,61.11,309.1,11948.2,293
0,17,1,43.9,44.44,6,26.67,13,25,1203.4,15,1,83293.1,56,312.4,12292.5,243
1,12,1,36,57.58,2,26.32,19,37,1436.6,19,0,89952.5,62.16,401.5,14489.2,246
0,17,2,64,42.42,4,50,16,30,1349.7,22,1,86068.4,36.67,420.2,14432,385
1,10,1,64.52,42.86,3,33.33,15,20,1299.1,15,1,86203.7,60,313.5,10787.7,295
0,14,2,35.48,57.14,7,26.67,13,30,1313.4,30,1,85036.6,60,289.3,10954.9,269
1,17,1,53.33,66.67,11,26.09,10,23,1106.6,46,0,87763.5,69.57,330,12250.7,372
0,12,4,46.67,33.33,6,37.5,11,20,1427.8,16,1,86056.3,65,328.9,11303.6,306
1,8,1,59.57,41.86,3,21.05,20,33,1219.9,19,0,88849.2,51.52,378.4,14011.8,275
0,16,3,40.43,58.14,3,27.27,22,38,1195.7,22,1,87610.6,50,370.7,14452.9,325
1,12,2,69.57,47.83,1,18.18,12,31,702.9,11,0,92506.7,38.71,294.8,10916.4,268
0,10,2,30.43,52.17,7,15.63,17,31,1002.1,32,1,89665.4,41.94,299.2,10337.8,306
1,14,1,50,48.15,5,27.27,13,27,1281.5,33,0,84214.9,59.26,342.1,12311.2,323
0,4,4,50,51.85,1,25,26,35,1368.4,12,1,82758.5,51.43,325.6,11896.5,206
1,14,2,46.51,47.73,6,28.57,10,42,1014.2,21,0,89263.9,66.67,355.3,14275.8,299
0,16,1,53.49,52.27,9,29.03,12,36,918.5,31,1,86428.1,61.11,378.4,14489.2,347
1,20,0,48.48,42.11,5,29.41,19,19,1331,51,1,86464.4,57.89,367.4,13157.1,381
0,8,5,51.52,57.89,2,30.77,21,28,1310.1,13,1,87412.6,50,303.6,11548.9,249
1,14,0,45.65,48,4,18.18,11,32,1061.5,22,1,86797.7,75,262.9,10520.4,321
0,13,4,54.35,52,2,0,18,30,1389.3,14,1,87565.5,50,282.7,11333.3,277
1,21,1,50,64.44,5,45.16,19,28,1413.5,31,0,83931.1,57.14,430.1,13359.5,319
0,9,0,50,35.56,7,21.43,19,23,1092.3,14,0,84196.2,52.17,452.1,16352.6,319
1,14,1,62.5,48.89,6,43.48,12,30,1920.6,23,1,86619.5,53.33,446.6,15167.9,317
0,10,0,37.5,51.11,6,13.33,12,36,1269.4,30,0,86204.8,63.89,427.9,16449.4,407
1,13,2,55.77,56.41,6,28.21,20,40,1684.1,39,1,87936.2,45,456.5,14950.1,380
0,13,3,44.23,43.59,5,21.43,14,28,1326.6,14,0,93170,53.57,404.8,15341.7,297
1,11,2,44.44,39.29,8,27.27,13,32,1602.7,22,0,86208.1,71.88,481.8,15220.7,330
0,21,5,55.56,60.71,6,39.29,10,33,2033.9,28,0,90141.7,78.79,528,15845.5,413
1,15,1,54.55,65.22,3,23.81,10,18,1949.2,21,0,86348.9,72.22,389.4,14324.2,359
0,11,1,45.45,34.78,3,14.81,17,28,1471.8,27,0,88403.7,57.14,412.5,14285.7,358
1,10,1,58.97,46.15,11,13.33,17,28,1986.6,30,1,85069.6,50,379.5,12490.5,363
0,14,1,41.03,53.85,5,17.39,14,48,1466.3,23,0,87316.9,43.75,394.9,14521.1,299
1,15,3,50,48.39,5,42.31,24,35,2145,26,1,83419.6,45.71,421.3,13568.5,258
0,10,1,50,51.61,2,30,16,25,1481.7,20,0,85231.3,64,392.7,15799.3,328
1,11,2,37.5,65.38,5,38.89,13,43,1370.6,18,0,86102.5,48.84,358.6,12079.1,332
0,9,4,62.5,34.62,3,23.81,12,17,1146.2,21,0,85893.5,70.59,342.1,12403.6,421
1,17,2,46.67,55.26,5,19.44,16,24,1905.2,36,0,88083.6,62.5,414.7,13618,372
0,10,0,53.33,44.74,3,31.25,18,28,1436.6,16,0,89489.4,53.57,401.5,15892.8,323
1,10,3,35.71,53.33,5,26.67,15,30,2083.4,15,1,84483.3,63.33,415.8,12494.9,372
0,13,1,64.29,46.67,7,29.03,13,39,1367.3,31,0,88358.6,61.54,366.3,14086.6,298
1,18,1,74.07,39.29,7,44.44,12,30,1282.6,27,1,87964.8,60,376.2,13612.5,347
0,9,2,25.93,60.71,7,15,15,24,935,20,0,89586.2,62.5,363,14518.9,316
1,11,2,62.5,53.85,9,30,17,20,1712.7,30,1,87558.9,70,422.4,14309.9,365
0,11,3,37.5,46.15,4,23.08,13,27,2134,26,0,85176.3,44.44,449.9,15043.6,350
1,12,1,76.92,57.14,4,26.09,14,39,1899.7,23,1,86359.9,48.72,501.6,16339.4,371
0,9,3,23.08,42.86,4,25,14,46,1650,16,0,90405.7,54.35,520.3,17920.1,363
1,14,1,66.67,48.39,7,33.33,23,36,1742.4,21,1,85010.2,52.78,445.5,15888.4,283
0,7,0,33.33,51.61,1,16.67,20,38,1471.8,12,0,80117.4,68.42,377.3,12738,295
1,15,1,63.64,61.11,0,37.5,19,26,1784.2,16,0,86460,50,353.1,11150.7,183
0,12,1,36.36,38.89,8,21.05,21,24,1306.8,19,0,80272.5,79.17,361.9,11616,349
1,10,2,50,48.28,6,9.09,23,19,1888.7,11,0,89915.1,57.89,427.9,16405.4,236
0,24,0,50,51.72,5,30.43,16,21,1716,46,0,87323.5,57.14,434.5,15741,410
1,11,3,60,51.35,5,25,22,35,1377.2,20,0,86667.9,40,392.7,14851.1,327
0,10,2,40,48.65,10,36.36,23,58,1804,22,0,86913.2,48.28,397.1,14293.4,278
1,14,0,50,54.76,4,21.05,17,32,1567.5,19,1,87162.9,62.5,412.5,13366.1,312
0,10,2,50,45.24,5,27.78,18,38,1260.6,18,0,85109.2,60.53,379.5,13339.7,318
1,10,2,56,58.06,6,25,13,27,2053.7,28,0,79079,59.26,429,13473.9,243
0,16,2,44,41.94,10,15.79,12,24,2085.6,19,0,81722.3,54.17,350.9,10447.8,254
1,10,0,51.52,40,2,23.53,25,33,1471.8,17,0,85633.9,54.55,430.1,15317.5,325
0,9,2,48.48,60,3,16.67,13,37,1620.3,12,0,88608.3,62.16,449.9,15734.4,312
1,12,2,41.38,56.67,10,28,14,42,1950.3,25,1,86743.8,54.76,420.2,15909.3,282
0,10,2,58.62,43.33,5,20.83,15,32,1490.5,24,0,85618.5,46.88,332.2,11874.5,326
1,17,1,38.46,55.88,6,25,9,20,1765.5,32,1,87007.8,60,377.3,13493.7,319
0,14,4,61.54,44.12,6,22.73,12,35,1527.9,22,0,86936.3,48.57,379.5,12753.4,282
1,12,3,56.76,53.33,6,26.67,22,13,1087.9,30,1,80559.6,61.54,280.5,10807.5,259
0,5,0,43.24,46.67,1,30,15,16,1144,10,0,76973.6,50,269.5,9581,196
1,28,2,40.54,40.91,9,18.92,25,32,2069.1,37,0,88872.3,68.75,453.2,16940,357
0,14,2,59.46,59.09,4,23.08,14,42,1840.3,13,0,88267.3,61.9,434.5,15500.1,287
1,18,2,54.05,57.14,8,35.9,17,37,2080.1,39,0,91165.8,62.16,396,13123,379
0,11,3,45.95,42.86,2,33.33,12,41,2031.7,12,0,89250.7,53.66,453.2,14583.8,332
1,20,0,45,50,5,64.29,18,36,1751.2,14,1,88260.7,63.89,393.8,12433.3,335
0,15,1,55,50,3,27.27,11,28,1568.6,11,0,84737.4,57.14,376.2,13130.7,336
1,18,4,58.54,48.65,7,26.09,18,21,1807.3,23,1,89092.3,42.86,435.6,13198.9,376
0,10,8,41.46,51.35,3,15,16,27,1235.3,20,0,86094.8,62.96,403.7,13768.7,255
1,17,3,68.18,47.83,5,26.09,12,33,2550.9,23,0,90103.2,45.45,469.7,14573.9,310
0,12,3,31.82,52.17,4,38.46,15,39,2405.7,13,0,89334.3,53.85,468.6,16130.4,374
1,10,0,63.33,29.03,9,42.86,15,40,1061.5,21,1,86176.2,42.5,327.8,11251.9,332
0,10,2,36.67,70.97,3,12.5,16,50,855.8,16,0,85630.6,50,291.5,11551.1,268
1,17,2,66.67,54.55,7,20.83,20,32,1959.1,24,1,86901.1,59.38,424.6,14572.8,295
0,14,3,33.33,45.45,5,21.74,17,27,1650,23,0,89296.9,44.44,407,15188.8,293
1,15,1,53.85,45.95,6,34.78,12,35,2060.3,23,0,84606.5,65.71,411.4,12436.6,345
0,13,0,46.15,54.05,1,17.39,20,41,1829.3,23,0,81295.5,53.66,464.2,14073.4,302
1,12,0,72.22,51.11,5,27.27,16,20,1384.9,22,0,83596.7,55,368.5,12303.5,332
0,8,2,27.78,48.89,2,13.64,17,24,1383.8,22,0,82734.3,66.67,360.8,14410,293
1,13,0,77.42,39.13,3,29.41,13,21,1430,17,0,83092.9,47.62,325.6,10555.6,295
0,12,6,22.58,60.87,7,11.76,22,25,1342,17,0,81577.1,72,302.5,10679.9,244
1,12,2,48.28,38.24,8,21.74,16,37,1591.7,23,0,86485.3,62.16,390.5,13566.3,306
0,14,0,51.72,61.76,6,28,17,32,1390.4,25,0,85308.3,59.38,420.2,14839,318
1,23,1,54.17,46.43,2,27.27,11,25,1587.3,22,1,85870.4,68,321.2,11841.5,311
0,10,2,45.83,53.57,4,5.26,8,18,1087.9,19,0,85718.6,38.89,300.3,12382.7,316
1,11,1,35.29,46.43,2,20,18,37,1779.8,10,1,84476.7,70.27,399.3,12976.7,300
0,15,4,64.71,53.57,4,25,22,36,1431.1,20,0,83484.5,52.78,438.9,13070.2,295
1,25,3,60.71,45.45,5,36.84,11,39,2687.3,19,1,91083.3,51.28,491.7,15266.9,396
0,9,4,39.29,54.55,4,12.5,13,28,2124.1,16,0,89507,39.29,473,16512.1,265
1,16,1,57.14,44.74,4,35.71,23,33,1589.5,14,1,83035.7,51.52,363,13062.5,258
0,10,1,42.86,55.26,3,8,14,34,1356.3,25,0,83113.8,35.29,361.9,13789.6,383
1,21,1,55.88,59.46,7,32.14,14,21,1266.1,28,1,82860.8,57.14,343.2,11051.7,326
0,19,1,44.12,40.54,2,23.08,14,25,1177,13,0,82833.3,56,339.9,12027.4,267
1,23,0,50,48.39,3,28.57,10,31,2072.4,21,0,87965.9,67.74,482.9,15037,353
0,17,2,50,51.61,2,6.67,9,35,1947,15,0,89433.3,51.43,473,16272.3,381
1,25,0,50,58.62,7,31.03,13,33,1801.8,29,1,81534.2,63.64,390.5,13222,354
0,14,1,50,41.38,4,33.33,17,22,1485,21,0,85232.4,68.18,389.4,13680.7,241
1,20,4,32.14,32,4,26.67,16,27,1228.7,15,1,87652.4,44.44,350.9,13110.9,322
0,13,2,67.86,68,6,29.03,17,28,1045,31,0,87459.9,67.86,368.5,13273.7,331
1,16,1,53.85,51.72,11,19.51,15,23,1520.2,41,0,79637.8,65.22,298.1,10611.7,348
0,9,2,46.15,48.28,4,6.25,18,20,1334.3,16,0,84386.5,55,300.3,11721.6,212
1,11,5,65.52,48.84,5,8.7,9,44,1536.7,23,0,83967.4,56.82,404.8,14168,307
0,24,1,34.48,51.16,8,35.71,18,37,1888.7,14,0,85485.4,62.16,418,14108.6,341
1,17,4,64,48.15,10,41.67,14,21,1036.2,24,1,84172,33.33,331.1,11317.9,331
0,16,1,36,51.85,2,11.11,9,27,1108.8,18,0,85604.2,48.15,292.6,10072.7,266
1,8,4,56.1,52.63,4,14.29,18,34,1602.7,14,1,77906.4,41.18,354.2,11682,236
0,9,0,43.9,47.37,7,22.22,20,28,1521.3,27,0,78140.7,42.86,363,12365.1,260
1,19,1,54,45.83,7,19.35,13,58,1678.6,31,0,88169.4,60.34,443.3,16228.3,318
0,14,0,46,54.17,7,7.69,16,58,1549.9,13,0,87260.8,44.83,457.6,16293.2,350
1,17,2,52.94,45.16,10,13.33,13,30,1129.7,30,1,88652.3,33.33,357.5,12276,404
0,4,2,47.06,54.84,1,0,9,45,1123.1,14,0,84638.4,37.78,344.3,12357.4,326
1,21,0,65.52,60,8,39.13,6,12,1175.9,23,1,84400.8,75,313.5,10858.1,347
0,11,2,34.48,40,4,25,11,24,1481.7,20,0,83128.1,54.17,321.2,10520.4,247
1,9,1,48.28,61.9,2,22.22,19,38,1359.6,9,0,85083.9,47.37,357.5,12254,232
0,17,0,51.72,38.1,7,30.56,13,27,1571.9,36,0,83706.7,62.96,379.5,13667.5,393
1,12,2,45.83,54.29,6,30.77,11,34,1545.5,13,0,87068.3,55.88,378.4,13127.4,309
0,10,1,54.17,45.71,7,12.9,13,32,1394.8,31,0,83103.9,31.25,375.1,13866.6,329
1,21,2,55.56,59.09,7,34.62,14,18,1221,26,1,84877.1,44.44,349.8,14219.7,428
0,2,1,44.44,40.91,1,11.11,6,26,1549.9,9,0,85177.4,42.31,338.8,12763.3,202
1,14,5,38.46,48.15,6,25,14,27,2146.1,20,0,87206.9,48.15,426.8,14836.8,330
0,17,2,61.54,51.85,5,16.67,13,26,1998.7,18,0,84355.7,50,401.5,14339.6,324
1,12,2,44.44,50,4,31.58,14,26,1404.7,19,1,89877.7,50,367.4,14484.8,312
0,12,0,55.56,50,4,18.52,16,28,1328.8,27,0,87132.1,46.43,369.6,13083.4,323
1,10,2,43.75,58.97,4,20,19,28,1034,15,1,86560.1,53.57,376.2,13404.6,306
0,12,0,56.25,41.03,4,15.38,16,29,1207.8,26,0,86544.7,58.62,375.1,14702.6,304
1,13,3,51.16,41.67,6,12.5,10,30,1482.8,24,1,91861,30,381.7,13658.7,323
0,9,0,48.84,58.33,2,15.38,7,20,1486.1,26,0,91458.4,60,400.4,13318.8,387
1,9,1,66.67,53.57,1,30,12,25,1251.8,10,1,89092.3,36,299.2,11492.8,224
0,18,1,33.33,46.43,5,23.08,18,23,1529,39,1,85598.7,65.22,288.2,11776.6,400
1,9,0,54.29,39.13,5,23.53,10,33,925.1,17,1,86209.2,57.58,323.4,12687.4,366
0,9,1,45.71,60.87,3,13.64,24,37,972.4,22,1,84089.5,59.46,317.9,12002.1,263
1,13,4,46.15,48.48,4,29.03,12,36,1162.7,31,0,89397,61.11,372.9,15667.3,334
0,7,4,53.85,51.52,7,25,17,24,1466.3,28,1,87268.5,70.83,405.9,16744.2,297
1,12,1,58.33,57.5,7,31.03,13,33,825,29,0,87199.2,42.42,339.9,14196.6,292
0,5,1,41.67,42.5,3,28.57,13,35,837.1,14,1,87138.7,42.86,349.8,13600.4,325
1,9,1,50,33.33,2,27.27,13,22,713.9,22,1,87540.2,50,254.1,9895.6,357
0,10,0,50,66.67,3,18.75,13,27,941.6,16,1,86560.1,62.96,249.7,9024.4,255
1,11,2,57.89,50,4,18.18,16,35,1303.5,22,1,86079.4,40,348.7,13862.2,304
0,14,5,42.11,50,6,32.35,23,33,1436.6,34,1,88520.3,51.52,400.4,13799.5,280
1,9,0,70.83,34.88,4,16.67,23,32,987.8,30,0,86341.2,46.88,363,15772.9,372
0,10,3,29.17,65.12,3,5.88,21,47,1445.4,17,1,89262.8,63.83,401.5,16350.4,231
1,9,1,56.67,28,3,33.33,16,32,1137.4,12,0,88619.3,62.5,358.6,15446.2,396
0,11,4,43.33,72,6,18.52,15,48,1175.9,27,1,86592,52.08,392.7,13949.1,311
1,14,0,55.17,62.5,3,23.53,17,27,1058.2,17,1,86376.4,48.15,262.9,10782.2,296
0,15,1,44.83,37.5,3,25.93,22,24,1193.5,27,1,82955.4,54.17,332.2,11552.2,278
1,12,2,60,37.04,3,15.38,10,29,672.1,26,1,84459.1,48.28,309.1,12195.7,290
0,15,0,40,62.96,6,18.75,16,27,921.8,16,1,81474.8,51.85,324.5,10738.2,306
1,13,0,44.44,48.57,4,35.48,15,24,1244.1,31,0,85028.9,62.5,308,10740.4,348
0,17,5,55.56,51.43,2,30,16,36,1370.6,10,1,82159,55.56,360.8,12246.3,294
1,11,1,30.77,48.72,6,20,19,36,1412.4,30,1,89875.5,55.56,405.9,13670.8,298
0,13,3,69.23,51.28,6,34.78,12,33,1258.4,23,1,86796.6,69.7,390.5,14914.9,390
1,13,4,38.46,51.35,8,23.81,16,25,1157.2,21,1,86320.3,60,354.2,12123.1,311
0,7,3,61.54,48.65,4,23.08,17,26,1277.1,13,1,82656.2,61.54,378.4,13070.2,329
1,9,1,50,57.14,6,15.79,13,20,1637.9,19,0,88803,45,302.5,11382.8,272
0,14,5,50,42.86,4,33.33,22,31,1730.3,21,1,88852.5,51.61,355.3,13578.4,416
1,11,1,55.88,52,5,15.38,20,29,1640.1,13,1,88268.4,62.07,259.6,9713,313
0,12,3,44.12,48,3,13.64,12,29,1644.5,22,1,85762.6,55.17,321.2,12216.6,282
1,15,4,42.86,33.33,8,19.05,8,20,783.2,42,1,88413.6,40,243.1,9296.1,393
0,8,3,57.14,66.67,2,62.5,12,23,932.8,8,1,90523.4,65.22,237.6,9845,223
1,15,7,27.59,37.04,12,16.67,13,19,1296.9,24,0,86117.9,63.16,368.5,12854.6,374
0,8,2,72.41,62.96,4,30.77,13,37,1544.4,13,1,83823.3,43.24,412.5,15229.5,309
1,14,0,15.79,40.63,2,11.11,8,26,1292.5,27,0,85505.2,50,341,12192.4,326
0,19,0,84.21,59.38,8,30,13,26,1607.1,30,1,85680.1,46.15,382.8,12023,378
1,11,2,27.27,60.87,2,7.69,23,38,1458.6,13,1,84433.8,52.63,401.5,13699.4,261
0,19,4,72.73,39.13,6,23.08,14,24,1637.9,26,1,82978.5,45.83,422.4,14052.5,382
1,19,2,38.46,44,6,24.14,10,19,1199,29,1,87818.5,78.95,326.7,12720.4,358
0,10,1,61.54,56,3,22.73,14,26,1364,22,1,84591.1,65.38,324.5,11453.2,266
1,17,2,48.28,39.47,5,25.93,16,23,1709.4,27,0,88998.8,60.87,443.3,16702.4,362
0,14,2,51.72,60.53,2,40,15,52,1307.9,10,1,89697.3,34.62,413.6,15765.2,350
1,23,0,66.67,50,7,48.39,20,28,1351.9,31,1,92320.8,42.86,457.6,16951,334
0,19,1,33.33,50,2,35.71,12,29,1685.2,14,1,92000.7,75.86,423.5,14190,321
1,21,3,46.88,43.48,9,12,16,12,2182.4,25,1,82157.9,66.67,433.4,12973.4,300
0,4,2,53.13,56.52,7,14.29,23,27,2070.2,21,1,79466.2,66.67,393.8,11808.5,218
1,8,2,47.83,43.48,3,25,24,25,1524.6,12,0,87539.1,52,348.7,13267.1,228
0,15,2,52.17,56.52,3,33.33,17,20,1555.4,27,1,84110.4,55,389.4,14106.4,409
1,17,0,62.5,55.26,5,15,22,41,1942.6,20,1,85328.1,41.46,416.9,14158.1,325
0,10,0,37.5,44.74,1,26.32,18,42,1416.8,19,1,83976.2,64.29,394.9,14696,274
1,13,10,57.89,57.14,10,21.88,20,31,1549.9,32,1,84483.3,87.1,401.5,16003.9,345
0,7,2,42.11,42.86,2,50,17,19,1431.1,8,1,86884.6,73.68,412.5,15225.1,278
1,7,0,37.5,63.33,2,0,17,19,1463,16,0,86938.5,52.63,364.1,13400.2,361
0,9,0,62.5,36.67,2,23.53,18,40,1868.9,17,1,85586.6,55,326.7,12147.3,325
1,19,2,55.26,50,1,28.57,25,27,1901.9,21,0,88863.5,59.26,431.2,14976.5,285
0,17,1,44.74,50,5,26.92,15,29,1941.5,26,1,87094.7,72.41,456.5,15195.4,305
1,19,0,38.1,40.91,8,13.64,14,21,1426.7,44,0,86243.3,52.38,451,15449.5,394
0,10,5,61.9,59.09,3,0,15,35,1515.8,6,1,90104.3,37.14,435.6,15165.7,314
1,15,3,48.57,46.15,6,23.08,25,23,1302.4,26,1,85008,52.17,420.2,16020.4,345
0,7,1,51.43,53.85,5,15,20,30,1445.4,20,1,85822,63.33,378.4,13550.9,285
1,16,4,47.37,47.06,6,33.33,15,27,1365.1,21,1,90709.3,70.37,386.1,14708.1,412
0,8,0,52.63,52.94,3,7.69,11,33,1427.8,13,1,85949.6,57.58,347.6,12692.9,247
1,6,0,38.1,43.18,1,10,13,42,612.7,10,0,86398.4,64.29,366.3,15204.2,289
0,14,6,61.9,56.82,1,50,9,54,896.5,14,1,88367.4,59.26,408.1,15594.7,585
1,13,1,39.13,51.61,2,46.15,10,29,1454.2,13,1,85247.8,48.28,337.7,11083.6,290
0,13,2,60.87,48.39,4,23.33,15,28,1310.1,30,1,83750.7,46.43,356.4,12379.4,387
1,18,1,60.61,50,8,21.95,17,31,1139.6,41,1,83865.1,70.97,346.5,13834.7,321
0,6,2,39.39,50,1,33.33,20,40,773.3,6,1,83411.9,60,369.6,14687.2,206
1,16,0,37.5,77.42,3,44.44,12,24,1700.6,18,0,86116.8,62.5,339.9,12181.4,263
0,15,4,62.5,22.58,7,15.63,13,41,1597.2,32,1,84810,41.46,408.1,13711.5,324
1,15,0,52.94,60,6,26.09,12,35,1461.9,23,1,81401.1,42.86,294.8,10270.7,301
0,13,5,47.06,40,5,12.9,14,43,1555.4,31,1,82019.3,46.51,343.2,11337.7,279
1,13,2,54.05,46.15,4,50,15,42,1329.9,12,0,84625.2,52.38,331.1,12857.9,248
0,7,2,45.95,53.85,3,22.22,18,43,1577.4,27,1,82755.2,51.16,372.9,12909.6,348
1,10,0,38.71,50,2,27.27,13,25,1109.9,11,0,81733.3,56,271.7,8948.5,244
0,12,0,61.29,50,4,20,24,52,979,20,1,80020.6,51.92,279.4,10270.7,292
1,15,1,45,52.78,1,38.46,22,30,1230.9,13,0,86192.7,66.67,299.2,12906.3,335
0,11,0,55,47.22,4,52.94,12,34,1171.5,17,1,83028,67.65,301.4,11933.9,334
1,10,3,42.86,43.24,9,23.81,18,36,1376.1,21,0,81599.1,36.11,368.5,12278.2,255
0,9,0,57.14,56.76,4,27.27,16,46,1642.3,11,1,81590.3,54.35,366.3,12824.9,264
1,13,1,54.05,47.62,3,31.25,14,20,1480.6,16,0,83575.8,80,314.6,11886.6,304
0,10,2,45.95,52.38,2,50,15,27,1350.8,20,1,83721,77.78,371.8,12623.6,268
1,17,2,57.89,44.83,6,53.85,18,39,1115.4,13,1,88062.7,53.85,346.5,13057,264
0,8,1,42.11,55.17,2,13.64,15,33,1051.6,22,1,86325.8,60.61,334.4,15534.2,385
1,14,5,54.55,36.84,10,17.86,13,49,1885.4,28,1,89215.5,51.02,401.5,13990.9,288
0,22,1,45.45,63.16,6,20.83,14,24,1505.9,24,1,88570.9,50,358.6,13477.2,351
1,18,0,77.78,61.54,12,28.21,13,64,2033.9,39,1,83217.2,39.06,488.4,15241.6,408
0,17,2,22.22,38.46,4,7.14,19,42,1017.5,14,0,83424,50,361.9,13524.5,238
1,15,2,54.84,47.83,1,30,15,46,1675.3,10,0,82825.6,50,379.5,14760.9,308
0,12,1,45.16,52.17,2,22.22,14,40,1532.3,18,0,85910,60,398.2,13525.6,310
1,21,1,52.63,53.85,8,32.14,11,40,1378.3,28,1,86813.1,40,336.6,13609.2,441
0,8,1,47.37,46.15,1,12.5,17,46,1217.7,16,0,86743.8,39.13,317.9,11729.3,232
1,24,1,47.37,57.5,10,34.78,14,51,2192.3,23,0,84828.7,62.75,460.9,14758.7,357
0,10,0,52.63,42.5,1,0,30,43,1818.3,12,0,86040.9,53.49,456.5,15822.4,246
1,18,1,51.61,50,7,25.93,12,47,2173.6,27,1,83178.7,55.32,427.9,14467.2,397
0,12,0,48.39,50,2,8.33,11,28,1530.1,12,0,86604.1,50,393.8,14164.7,231
1,26,4,59.09,53.49,4,15.38,7,36,1820.5,26,0,87011.1,44.44,463.1,15931.3,422
0,7,0,40.91,46.51,4,35.29,15,39,1410.2,17,0,90443.1,46.15,343.2,13368.3,268
1,19,0,47.62,46.15,11,12.12,15,54,1802.9,33,1,83735.3,50,423.5,14391.3,406
0,11,0,52.38,53.85,2,60,17,53,1366.2,5,0,88330,45.28,419.1,14432,261
1,13,3,47.37,56.41,6,21.43,12,28,1305.7,14,1,88361.9,57.14,420.2,14997.4,423
0,11,0,52.63,43.59,6,25,9,28,1111,24,0,89503.7,42.86,336.6,13370.5,308
1,16,2,53.13,45.28,2,27.27,15,50,1416.8,11,1,88904.2,50,458.7,16561.6,470
0,3,0,46.88,54.72,0,0,17,52,1151.7,10,0,88651.2,28.85,427.9,15537.5,279
1,15,1,43.48,46.88,4,18.18,18,39,2139.5,22,0,83859.6,43.59,490.6,16294.3,323
0,9,0,56.52,53.13,3,15.79,17,27,1559.8,19,0,82767.3,70.37,449.9,15349.4,303
1,20,2,55.56,47.92,11,32.26,12,38,1536.7,31,1,86699.8,52.63,447.7,16236,468
0,12,0,44.44,52.08,3,9.09,14,35,844.8,11,0,88309.1,54.29,356.4,14265.9,289
1,11,7,31.25,57.14,7,23.81,18,44,1993.2,21,0,85971.6,52.27,446.6,15734.4,342
0,19,1,68.75,42.86,8,41.67,14,33,1530.1,36,0,87692,51.52,402.6,14505.7,293
1,19,2,56,48.65,11,23.08,13,24,2391.4,26,0,81100.8,58.33,486.2,15875.2,333
0,6,1,44,51.35,4,33.33,22,25,1907.4,12,0,83778.2,48,369.6,13585,262
1,13,1,63.64,38.46,1,30,17,27,1622.5,10,1,81807,66.67,444.4,15393.4,450
0,7,0,36.36,61.54,5,23.08,14,25,737,26,0,81402.2,64,341,13372.7,273
1,12,1,50,59.26,4,22.22,12,26,871.2,18,0,84280.9,61.54,391.6,14709.2,359
